run,run_id,pr1_count,pr2_count,pr_count,pr_ad_load,pr1_scam_count,pr2_scam_count,pr_scam_count,pr1_scam_rate,pr2_scam_rate,pr_scam_rate,unavailable_count,video_set,personalization_on,activity_on,side_count,promoted_vid_count,all_ad_rate,location,side_pv_load,predatory_load
1,1006_2247_kahlerform,145,34,179,0.059666666666666666,7,3,10,0.04827586206896552,0.08823529411764706,0.055865921787709494,1,news,True,True,48.0,49.0,0.092,central,0.03233333333333333,0.0033333333333333335
1,1006_2247_clopentopo,143,98,241,0.08033333333333334,25,20,45,0.17482517482517482,0.20408163265306123,0.18672199170124482,1,news,True,False,465.0,16.0,0.2407,central,0.16033333333333333,0.015
1,1006_2247_affineroot,148,88,236,0.07866666666666666,29,23,52,0.19594594594594594,0.26136363636363635,0.22033898305084745,1,news,False,False,487.0,7.0,0.2433,central,0.16466666666666666,0.017333333333333333
1,1006_2047_maxiconvex,127,82,209,0.06966666666666667,9,5,14,0.07086614173228346,0.06097560975609756,0.06698564593301436,1,news,True,True,631.0,87.0,0.309,west,0.23933333333333334,0.004666666666666667
1,1006_2047_eigentrace,163,99,262,0.08733333333333333,42,15,57,0.25766871165644173,0.15151515151515152,0.21755725190839695,1,news,True,False,784.0,42.0,0.3627,west,0.2753333333333333,0.019
1,1006_2047_nonlattice,174,105,279,0.093,39,18,57,0.22413793103448276,0.17142857142857143,0.20430107526881722,1,news,False,False,929.0,38.0,0.4153,west,0.32233333333333336,0.019
2,0916_0125_banachnorm,204,114,318,0.106,3,0,3,0.014705882352941176,0.0,0.009433962264150943,2,entertainment,True,True,211.0,74.0,0.201,east,0.095,0.001
2,0916_0125_sublinears,233,117,350,0.11666666666666667,11,9,20,0.04721030042918455,0.07692307692307693,0.05714285714285714,2,entertainment,True,False,398.0,25.0,0.2577,east,0.141,0.006666666666666667
2,0916_0125_nonconcave,228,130,358,0.11933333333333333,18,7,25,0.07894736842105263,0.05384615384615385,0.06983240223463687,2,entertainment,False,False,515.0,27.0,0.3,east,0.18066666666666667,0.008333333333333333
2,0916_0025_kahlerform,219,118,337,0.11233333333333333,0,1,1,0.0,0.00847457627118644,0.002967359050445104,2,entertainment,True,True,253.0,84.0,0.22469999999999998,central,0.11233333333333333,0.0003333333333333333
2,0916_0025_affineroot,338,170,508,0.16933333333333334,16,12,28,0.047337278106508875,0.07058823529411765,0.05511811023622047,2,entertainment,True,False,451.0,26.0,0.3283,central,0.159,0.009333333333333334
2,0916_0025_clopentopo,243,176,419,0.13966666666666666,18,11,29,0.07407407407407407,0.0625,0.06921241050119331,2,entertainment,False,False,466.0,32.0,0.3057,central,0.166,0.009666666666666667
2,0915_2225_maxiconvex,202,105,307,0.10233333333333333,0,2,2,0.0,0.01904761904761905,0.006514657980456026,2,entertainment,True,True,342.0,60.0,0.23629999999999998,west,0.134,0.0006666666666666666
2,0915_2225_nonlattice,234,134,368,0.12266666666666666,11,5,16,0.04700854700854701,0.03731343283582089,0.043478260869565216,2,entertainment,True,False,625.0,41.0,0.3447,west,0.222,0.005333333333333333
2,0915_2225_eigentrace,241,131,372,0.124,19,9,28,0.07883817427385892,0.06870229007633588,0.07526881720430108,2,entertainment,False,False,697.0,34.0,0.3677,west,0.24366666666666667,0.009333333333333334
2,0917_2101_nonconcave,107,74,181,0.060333333333333336,8,5,13,0.07476635514018691,0.06756756756756757,0.0718232044198895,10,conspiracy,True,True,366.0,36.0,0.1943,east,0.134,0.004333333333333333
2,0917_2101_banachnorm,144,141,285,0.095,63,45,108,0.4375,0.3191489361702128,0.37894736842105264,10,conspiracy,True,False,612.0,16.0,0.3043,east,0.20933333333333334,0.036
2,0917_2101_sublinears,159,158,317,0.10566666666666667,44,49,93,0.27672955974842767,0.310126582278481,0.29337539432176657,10,conspiracy,False,False,1177.0,25.0,0.5063,east,0.40066666666666667,0.031
2,0917_2001_affineroot,172,143,315,0.105,12,10,22,0.06976744186046512,0.06993006993006994,0.06984126984126984,10,conspiracy,True,True,207.0,34.0,0.18530000000000002,central,0.08033333333333334,0.007333333333333333
2,0917_2001_clopentopo,175,174,349,0.11633333333333333,39,43,82,0.22285714285714286,0.2471264367816092,0.2349570200573066,10,conspiracy,True,False,1072.0,42.0,0.4877,central,0.37133333333333335,0.027333333333333334
2,0917_2001_kahlerform,176,169,345,0.115,42,38,80,0.23863636363636365,0.22485207100591717,0.2318840579710145,10,conspiracy,False,False,1083.0,30.0,0.486,central,0.371,0.02666666666666667
2,0917_1801_eigentrace,108,93,201,0.067,9,3,12,0.08333333333333333,0.03225806451612903,0.05970149253731343,10,conspiracy,True,True,250.0,32.0,0.161,west,0.094,0.004
2,0917_1801_maxiconvex,165,157,322,0.10733333333333334,40,36,76,0.24242424242424243,0.22929936305732485,0.2360248447204969,10,conspiracy,True,False,1112.0,17.0,0.48369999999999996,west,0.37633333333333335,0.025333333333333333
2,0917_1801_nonlattice,165,159,324,0.108,33,41,74,0.2,0.2578616352201258,0.22839506172839505,10,conspiracy,False,False,1095.0,19.0,0.4793,west,0.37133333333333335,0.024666666666666667
2,0919_1922_sublinears,139,105,244,0.08133333333333333,0,2,2,0.0,0.01904761904761905,0.00819672131147541,16,science,True,True,551.0,70.0,0.2883,east,0.207,0.0006666666666666666
2,0919_1922_banachnorm,158,124,282,0.094,13,11,24,0.08227848101265822,0.08870967741935484,0.0851063829787234,16,science,True,False,667.0,30.0,0.32630000000000003,east,0.23233333333333334,0.008
2,0919_1922_nonconcave,177,139,316,0.10533333333333333,20,10,30,0.11299435028248588,0.07194244604316546,0.0949367088607595,16,science,False,False,832.0,17.0,0.3883,east,0.283,0.01
2,0919_1822_clopentopo,126,110,236,0.07866666666666666,2,1,3,0.015873015873015872,0.00909090909090909,0.012711864406779662,16,science,True,True,657.0,93.0,0.3287,central,0.25,0.001
2,0919_1822_affineroot,159,130,289,0.09633333333333334,18,10,28,0.11320754716981132,0.07692307692307693,0.09688581314878893,16,science,True,False,699.0,12.0,0.3333,central,0.237,0.009333333333333334
2,0919_1822_kahlerform,165,127,292,0.09733333333333333,17,11,28,0.10303030303030303,0.08661417322834646,0.0958904109589041,16,science,False,False,715.0,19.0,0.342,central,0.24466666666666667,0.009333333333333334
2,0919_1622_nonlattice,119,87,206,0.06866666666666667,9,1,10,0.07563025210084033,0.011494252873563218,0.04854368932038835,16,science,True,True,500.0,63.0,0.2563,west,0.18766666666666668,0.0033333333333333335
2,0919_1622_maxiconvex,169,128,297,0.099,17,14,31,0.10059171597633136,0.109375,0.10437710437710437,16,science,True,False,740.0,14.0,0.3503,west,0.25133333333333335,0.010333333333333333
2,0919_1622_eigentrace,171,134,305,0.10166666666666667,22,10,32,0.1286549707602339,0.07462686567164178,0.10491803278688525,16,science,False,False,715.0,27.0,0.349,west,0.24733333333333332,0.010666666666666666
2,0922_1527_banachnorm,204,38,242,0.08066666666666666,5,1,6,0.024509803921568627,0.02631578947368421,0.024793388429752067,1,news,True,True,411.0,80.0,0.2443,east,0.16366666666666665,0.002
2,0922_1527_nonconcave,164,103,267,0.089,27,9,36,0.16463414634146342,0.08737864077669903,0.1348314606741573,1,news,True,False,535.0,10.0,0.2707,east,0.18166666666666667,0.012
2,0922_1527_sublinears,162,108,270,0.09,43,33,76,0.2654320987654321,0.3055555555555556,0.2814814814814815,1,news,False,False,534.0,19.0,0.2743,east,0.18433333333333332,0.025333333333333333
2,0922_1427_kahlerform,166,35,201,0.067,2,0,2,0.012048192771084338,0.0,0.009950248756218905,1,news,True,True,537.0,76.0,0.2713,central,0.20433333333333334,0.0006666666666666666
2,0922_1427_clopentopo,150,91,241,0.08033333333333334,12,13,25,0.08,0.14285714285714285,0.1037344398340249,1,news,True,False,410.0,14.0,0.2217,central,0.14133333333333334,0.008333333333333333
2,0922_1427_affineroot,147,92,239,0.07966666666666666,31,20,51,0.2108843537414966,0.21739130434782608,0.21338912133891214,1,news,False,False,456.0,16.0,0.237,central,0.15733333333333333,0.017
2,0922_1227_maxiconvex,159,50,209,0.06966666666666667,6,3,9,0.03773584905660377,0.06,0.0430622009569378,1,news,True,True,588.0,36.0,0.2777,west,0.208,0.003
2,0922_1227_eigentrace,154,107,261,0.087,21,18,39,0.13636363636363635,0.16822429906542055,0.14942528735632185,1,news,True,False,409.0,12.0,0.2273,west,0.14033333333333334,0.013
2,0922_1227_nonlattice,150,98,248,0.08266666666666667,33,16,49,0.22,0.16326530612244897,0.1975806451612903,1,news,False,False,499.0,18.0,0.255,west,0.17233333333333334,0.01633333333333333
3,0925_1732_nonconcave,122,106,228,0.076,12,9,21,0.09836065573770492,0.08490566037735849,0.09210526315789473,15,conspiracy,True,True,975.0,34.0,0.41229999999999994,east,0.3363333333333333,0.007
3,0925_1732_sublinears,152,146,298,0.09933333333333333,58,62,120,0.3815789473684211,0.4246575342465753,0.40268456375838924,15,conspiracy,True,False,1217.0,20.0,0.5117,east,0.41233333333333333,0.04
3,0925_1732_banachnorm,156,152,308,0.10266666666666667,45,47,92,0.28846153846153844,0.3092105263157895,0.2987012987012987,15,conspiracy,False,False,1107.0,64.0,0.493,east,0.3903333333333333,0.030666666666666665
3,0925_1632_affineroot,116,96,212,0.07066666666666667,12,7,19,0.10344827586206896,0.07291666666666667,0.08962264150943396,15,conspiracy,True,True,701.0,47.0,0.32,central,0.24933333333333332,0.006333333333333333
3,0925_1632_kahlerform,162,161,323,0.10766666666666666,42,32,74,0.25925925925925924,0.19875776397515527,0.22910216718266255,15,conspiracy,True,False,1277.0,26.0,0.542,central,0.43433333333333335,0.024666666666666667
3,0925_1632_clopentopo,163,162,325,0.10833333333333334,53,42,95,0.32515337423312884,0.25925925925925924,0.2923076923076923,15,conspiracy,False,False,1185.0,42.0,0.5173,central,0.409,0.03166666666666667
3,0925_1432_eigentrace,130,88,218,0.07266666666666667,8,11,19,0.06153846153846154,0.125,0.0871559633027523,15,conspiracy,True,True,561.0,41.0,0.2733,west,0.20066666666666666,0.006333333333333333
3,0925_1432_nonlattice,170,165,335,0.11166666666666666,62,61,123,0.36470588235294116,0.3696969696969697,0.36716417910447763,15,conspiracy,True,False,1293.0,22.0,0.55,west,0.43833333333333335,0.041
3,0925_1432_maxiconvex,174,159,333,0.111,58,65,123,0.3333333333333333,0.4088050314465409,0.36936936936936937,15,conspiracy,False,False,1453.0,27.0,0.6043,west,0.49333333333333335,0.041
3,0926_2157_sublinears,123,103,226,0.07533333333333334,12,4,16,0.0975609756097561,0.038834951456310676,0.07079646017699115,16,science,True,True,603.0,84.0,0.3043,east,0.229,0.005333333333333333
3,0926_2157_nonconcave,167,126,293,0.09766666666666667,25,15,40,0.1497005988023952,0.11904761904761904,0.13651877133105803,16,science,True,False,664.0,20.0,0.3257,east,0.228,0.013333333333333334
3,0926_2157_banachnorm,167,131,298,0.09933333333333333,15,14,29,0.08982035928143713,0.10687022900763359,0.09731543624161074,16,science,False,False,584.0,24.0,0.302,east,0.20266666666666666,0.009666666666666667
3,0926_2057_clopentopo,141,111,252,0.084,3,2,5,0.02127659574468085,0.018018018018018018,0.01984126984126984,16,science,True,True,590.0,106.0,0.316,central,0.232,0.0016666666666666668
3,0926_2057_kahlerform,182,151,333,0.111,21,14,35,0.11538461538461539,0.09271523178807947,0.10510510510510511,16,science,True,False,674.0,47.0,0.3513,central,0.24033333333333334,0.011666666666666667
3,0926_2057_affineroot,185,145,330,0.11,28,12,40,0.15135135135135136,0.08275862068965517,0.12121212121212122,16,science,False,False,662.0,16.0,0.336,central,0.226,0.013333333333333334
3,0926_1857_nonlattice,111,98,209,0.06966666666666667,7,3,10,0.06306306306306306,0.030612244897959183,0.04784688995215311,16,science,True,True,575.0,83.0,0.289,west,0.21933333333333332,0.0033333333333333335
3,0926_1857_eigentrace,143,101,244,0.08133333333333333,29,10,39,0.20279720279720279,0.09900990099009901,0.1598360655737705,16,science,True,False,724.0,24.0,0.3307,west,0.24933333333333332,0.013
3,0926_1857_maxiconvex,148,109,257,0.08566666666666667,16,11,27,0.10810810810810811,0.10091743119266056,0.10505836575875487,16,science,False,False,849.0,16.0,0.374,west,0.28833333333333333,0.009
3,0928_0321_banachnorm,207,131,338,0.11266666666666666,1,1,2,0.004830917874396135,0.007633587786259542,0.005917159763313609,2,entertainment,True,True,199.0,79.0,0.2053,east,0.09266666666666666,0.0006666666666666666
3,0928_0321_sublinears,252,145,397,0.13233333333333333,14,8,22,0.05555555555555555,0.05517241379310345,0.055415617128463476,14,entertainment,True,False,557.0,34.0,0.3293,east,0.197,0.007333333333333333
3,0928_0321_nonconcave,243,153,396,0.132,20,11,31,0.0823045267489712,0.0718954248366013,0.07828282828282829,2,entertainment,False,False,541.0,25.0,0.3207,east,0.18866666666666668,0.010333333333333333
3,0928_0221_kahlerform,194,112,306,0.102,3,1,4,0.015463917525773196,0.008928571428571428,0.013071895424836602,2,entertainment,True,True,157.0,32.0,0.165,central,0.063,0.0013333333333333333
3,0928_0221_affineroot,219,123,342,0.114,21,11,32,0.0958904109589041,0.08943089430894309,0.0935672514619883,2,entertainment,True,False,512.0,27.0,0.2937,central,0.17966666666666667,0.010666666666666666
3,0928_0221_clopentopo,215,129,344,0.11466666666666667,15,8,23,0.06976744186046512,0.06201550387596899,0.06686046511627906,2,entertainment,False,False,547.0,40.0,0.3103,central,0.19566666666666666,0.007666666666666666
3,0928_0021_maxiconvex,211,120,331,0.11033333333333334,2,0,2,0.009478672985781991,0.0,0.006042296072507553,2,entertainment,True,True,264.0,56.0,0.217,west,0.10666666666666667,0.0006666666666666666
3,0928_0021_nonlattice,231,130,361,0.12033333333333333,14,11,25,0.06060606060606061,0.08461538461538462,0.06925207756232687,2,entertainment,True,False,551.0,25.0,0.3123,west,0.192,0.008333333333333333
3,0928_0021_eigentrace,235,133,368,0.12266666666666666,22,14,36,0.09361702127659574,0.10526315789473684,0.09782608695652174,2,entertainment,False,False,572.0,25.0,0.32170000000000004,west,0.199,0.012
3,0929_1815_nonconcave,127,77,204,0.068,8,1,9,0.06299212598425197,0.012987012987012988,0.04411764705882353,1,news,True,True,672.0,87.0,0.321,east,0.253,0.003
3,0929_1815_banachnorm,151,97,248,0.08266666666666667,29,5,34,0.19205298013245034,0.05154639175257732,0.13709677419354838,1,news,True,False,597.0,31.0,0.292,east,0.20933333333333334,0.011333333333333334
3,0929_1815_sublinears,161,78,239,0.07966666666666666,68,25,93,0.422360248447205,0.32051282051282054,0.3891213389121339,1,news,False,False,709.0,36.0,0.32799999999999996,east,0.24833333333333332,0.031
3,0929_1715_affineroot,126,43,169,0.05633333333333333,2,2,4,0.015873015873015872,0.046511627906976744,0.023668639053254437,1,news,True,True,441.0,43.0,0.2177,central,0.16133333333333333,0.0013333333333333333
3,0929_1715_clopentopo,146,89,235,0.07833333333333334,24,5,29,0.1643835616438356,0.056179775280898875,0.12340425531914893,1,news,True,False,414.0,19.0,0.2227,central,0.14433333333333334,0.009666666666666667
3,0929_1715_kahlerform,153,94,247,0.08233333333333333,23,9,32,0.1503267973856209,0.09574468085106383,0.12955465587044535,1,news,False,False,591.0,26.0,0.28800000000000003,central,0.20566666666666666,0.010666666666666666
3,0929_1515_eigentrace,145,46,191,0.06366666666666666,7,3,10,0.04827586206896552,0.06521739130434782,0.05235602094240838,1,news,True,True,488.0,55.0,0.2447,west,0.181,0.0033333333333333335
3,0929_1515_maxiconvex,156,102,258,0.086,22,7,29,0.14102564102564102,0.06862745098039216,0.1124031007751938,1,news,True,False,422.0,12.0,0.23070000000000002,west,0.14466666666666667,0.009666666666666667
3,0929_1515_nonlattice,158,94,252,0.084,24,9,33,0.1518987341772152,0.09574468085106383,0.13095238095238096,1,news,False,False,458.0,17.0,0.24230000000000002,west,0.15833333333333333,0.011
